id,twitid,date,text,beeline,mts,megafon,tele2,rostelecom,komstar,skylink
4704,497098385523220000,1407352465,"@lakhtareva Та же хуйня, отключили вроде. У нас в Донецке и областях ,МТС не ловит",,-1,,,,,
4705,497098424513080000,1407352475,МТС-Украина объявила о приостановке работы в Крыму,,-1,,,,,
4706,497098669062370000,1407352533,"Новости России сегодня 6.08.2014 года: Tele2 и «Ростелеком» создали национального оператора сотовой связи
http://t.co/MqbP4F50eV",,,,0,0,,
4707,497099307401490000,1407352685,http://t.co/Me2qjEfTSu МТС-Украина объявила о приостановке работы в Крыму,,-1,,,,,
4708,497099465581680000,1407352722,Tele2 совместно в вологжанами украсили Парк мира к новогодним праздникам,,,,0,,,
4709,497100534533620000,1407352977,RT @alymovs: В Десногорске появился домашний интернет «Билайн» http://t.co/jsGnJXGKdE,1,,,,,,
4710,497100960062510000,1407353079,"включил по 3х-недельной привычке моб. данные вместо вайфая, а сам вырубил интернет-пакет ещё в понедельник... сука 3 грн за 5 сек сняло #мтс",,-1,,,,,
4711,497101941596780000,1407353313,"Компания ""МТС-Украина"" заявляет, что связь в Крыму отключила не она",,-1,,,,,
4712,497101944054240000,1407353313,М2М услуги вошли в пятерку самых востребованных у бизнес-абонентов МТС: «МТС Украина» изучила... http://t.co/Hebw6ykC5T #статьи,,0,,,,,
4713,497102520582300000,1407353451,"RT @Zamet85: Ура, #МТС в #Донецк заработал!))",,1,,,,,
4714,497102649532380000,1407353482,"""МТС-Украина"" может полностью отключиться в Крыму ночью, — власти Крыма",,-1,,,,,
4715,497103601626780000,1407353709,Оператор «МТС-Украина» перестал работать в Крыму #мировыеновости #БолееЧитаемые,,-1,,,,,
4716,497103736745890000,1407353741,Скорость моего интернет соединения у провайдера Мегафон (СЗКТИ) - http://t.co/TFtqR75gMv,,,0,,,,
4717,497104339178370000,1407353884,Настройки ростелеком интернет для iphone http://t.co/Gavr9uBbxw,,,,,0,,
4718,497105569044390000,1407354178,"Отзывы о мобильном интернете МТС: Да это,не интернет,а медленное и мучительное вытягивание кота из норы,за символ ком",,-1,,,,,
4719,497105737605470000,1407354218,МТС-Украина просит коллег организовать технический роуминг в Крыму,,0,,,,,
4720,497106967610290000,1407354511,@bigkingshilo МТС? Что выбило?,,+-,,,,,
4721,497108197724150000,1407354804,"В компании ""МТС Украина"" не знают о причинах отключения оборудования, необходимого для обеспечения мобильной связи в Крыму.. В ""МТС Украина",,-1,,,,,
4722,497109133036770000,1407355027,Оператор «МТС-Украина» перестал работать в Крыму http://t.co/WlN6G0iCU8,,-1,,,,,
4723,497109176305610000,1407355038,RT @SevGazeta: МТС-Украина просит Киевстар и Life дать возможность работать в Крыму http://t.co/ENjetuRtRH,,0,,,,,
4724,497109733871190000,1407355171,"Никаких принудительных действий со стороны властей Крыма по отключению оператора мобильной связи ""МТС-Украина"" не было, – заявил в ходе бри",,-1,,,,,
4725,497109734340980000,1407355171,"5 августа 2014&amp;nbsp; года, по неизвестным для &amp;laquo;МТС Украина&amp;raquo; причинам, в Крыму началось отключение важных технологических объект",,-1,,,,,
4726,497110228325140000,1407355288,"Когда я переходил с карбины на билайн лет 5 назад, меня уверяли что никакой разницы кому принадлежит мой прямой номер 744588l нет и можно н",0,,,,,,
4727,497110816374950000,1407355429,"УрБК, Екатеринбург, 06.08.2014. Один из крупнейших федеральных банков — Уралсиб в качестве надежного оператора связи выбрал «МегаФон». Для",,,1,,,,
4728,497110817779640000,1407355429,"RT @yuliankatopka: @gogooingtomars Вк как и МТС - на шаг впереди.
Вы еще не придумали сообщение? Зато мы уже его отослали!
 Вк - на шаг вп…",,0,,,,,
4729,497110944338950000,1407355459,"""Ростелеком"" и Tele2 завершили создание мобильного СП. Компании закрыли второй этап сделки по интеграции мобильных активов, сообщила Tele2.",,,,0,0,,
4730,497111069580890000,1407355489,"МТС проснулся по частям, полтора часа назад заработали телефоны родственников, мой только на прием, теперь и на исходящие + интернет",,1,,,,,
4731,497115256817470000,1407356487,В Керчи отключили мобильную связь МТС Украины. Очередь за российскими стартовыми пакетами выросла в несколько раз.,,-1,,,,,
4732,497115573500010000,1407356563,ПрАО &amp;#171;МТС Украина&amp;#187; просит других мобильных операторов помочь организовать технический роуминг в качестве временного решения для в,,0,,,,,
4733,497115728793700000,1407356600,МТС-Украина может полностью отключить связь в Крыму уже этой ночью,,-1,,,,,
4734,497115728848240000,1407356600,«МТС-Украина» официально объявила о приостановке работы в Крыму  #сеть,,-1,,,,,
4735,497116511413500000,1407356786,«Tele2 Россия» 55% и «Ростелекома» 45% http://t.co/4zJtjSMmOG,,,,0,0,,
4736,497116957070460000,1407356893,МТС-Украина может полностью отключить связь в Крыму уже этой ночью http://t.co/P4ITrFvDlf,,-1,,,,,
4737,497117115246450000,1407356930,"@_huyutro мтс мегафон билайн - ведущие
Еще какие-то есть, но ими никто не пользуется почти",1,1,1,,,,
4738,497117664758990000,1407357061,Оператор «МТС-Украина» перестал обслуживать абонентов в Севастополе #железо #интернет,,-1,,,,,
4739,497120180406090000,1407357661,Бывший сотрудник Microsoft: Windows 9 может оказаться бесплатной #Apple #Мегафон,,,0,,,,
4740,497120944326850000,1407357843,#МТС-Украина в Крыму приняла все меры для восстановления мобильной связи | Новости Регионов России http://t.co/6Zxo5RewN7,,0,,,,,
4741,497121152993490000,1407357893,МТС-Украина в Крыму приняла все #меры для восстановления мобильной связи | Новости Регионов России http://t.co/6Zxo5RewN7,,0,,,,,
4742,497121463812770000,1407357967,RT @UkrCrimea: За такой дикий отжим вышек МТС - Украина должна наказывать! Отключайте свет и газ! Быстрее!,,-1,,,,,
4743,497123355896860000,1407358418,"@nnikiforov А можно узнать, сколько абонентов Вы видите на сети МТС? Или МегаФон?",,0,0,,,,
4744,497124819352450000,1407358767,"@ksesvetl Есть только Киевстар, который в последние дни тоже работает с перебоями. МТС, городская связь и интернет от Укртелеком-не работают",,-1,,,,,
4745,497125595692960000,1407358952,"Украинский оператор сотовой связи принял решение отключить своих крымских абонентов.

 Подробнее... . «МТС-Украина» уходит с полуострова",,-1,,,,,
4746,497126096437900000,1407359072,В #Крыму начали отключать сеть “#МТС Украина”   #InstantFollow,,-1,,,,,
4747,497127982306040000,1407359521,МТС Украина просит организовать в Крыму техроуминг,,0,,,,,
4748,497127982310230000,1407359521,#RT МТС Украина просит организовать в Крыму техроуминг http://t.co/F0A3jtbnBT #FollowBack #Взаимно,,0,,,,,
4749,497127982708700000,1407359521,100% #FollowBack МТС Украина просит организовать в Крыму техроуминг  #RT,,0,,,,,
4750,497127982763240000,1407359521,#RT МТС Украина просит организовать в Крыму техроуминг  #followback,,0,,,,,
4751,497127982872290000,1407359521,#runews МТС Украина просит организовать в Крыму техроуминг  #новости,,0,,,,,
4752,497127982922630000,1407359521,#seo #fyseo_ru МТС Украина просит организовать в Крыму техроуминг: Связь оператора МТС Украина в ночь с...  #новости #Яндекс,,0,,,,,
4753,497127983316890000,1407359522,МТС Украина просит организовать в Крыму техроуминг  #hitech #компьютер,,0,,,,,
4754,497127983409150000,1407359522,МТС Украина просит организовать в Крыму техроуминг  .,,0,,,,,
4755,497129455241160000,1407359873,http://t.co/5Yw3lD6nJB «МТС-Украина» официально объявила о приостановке работы в Крыму,,-1,,,,,
4756,497132997036880000,1407360717,МТС Украина просит организовать в Крыму техроуминг http://t.co/g9mZZh5Suy,,0,,,,,
4757,497134350312670000,1407361040,"RT @V_Maksimov16: Компания МТС-Украина выступила с официальным заявлением и обратилась за помощью к другим украинским операторам, работающи…",,0,,,,,
4758,497135908077210000,1407361411,@RuBlackListNET у меня б..цкий МТС заблокировал ее..,,-1,,,,,
4759,497138100158860000,1407361934,планшет билайн скачать http://t.co/HFpOGbSRc1,0,,,,,,
4760,497138211932900000,1407361960,Выручка «Билайна» от мобильной передачи данных во втором квартале выросла на 17% http://t.co/IjEnUxDD34 #mobile,1,,,,,,
4761,497138523103720000,1407362034,"«МТС-Украина» призналась, что не ожидала отключения абонентов&amp;#8230;",,-1,,,,,
4762,497139055956880000,1407362162,Названы самые опасные курорты для пользователей Интернета #Apple #Мегафон,,,0,,,,
4763,497143630771930000,1407363252,"""Ростелекому"" не дали монополию на интернет для госорганов http://t.co/UJMTXou1Ho",,,,,0,,
4764,497148936931790000,1407364517,Сеть МТС возобновила работу в Донецкой области http://t.co/X7uN4lrb3l,,1,,,,,
4765,497151849414550000,1407365212,"@chernovcy @Vadim_Ukraine К сожалению, ""Сбербанк России"" пока не числится в списке санкций...а вот то, что там МТС_Украина -это плохо..",,+-,,,,,
4766,497155193138870000,1407366009,Tele2 и «Ростелеком» создали национального оператора сотовой связи,,,,0,0,,
4767,497155737827550000,1407366139,МТС-Украина объявила о приостановке работы в Крыму http://t.co/fpsprcY9iJ #новости #news #лето,,-1,,,,,
4768,497155891037480000,1407366175,"RT @hu_pervomaysk: МТС проснулся по частям, полтора часа назад заработали телефоны родственников, мой только на прием, теперь и на исходящи…",,1,,,,,
4769,497157044177490000,1407366450,«МТС-Украина» официально объявила о приостановке работы в Крыму #мироваяполитика #twitRT,,-1,,,,,
4770,497157930320660000,1407366661,HTC One W8 засветился на голландском сайте Telfort #Apple #Мегафон,,,0,,,,
4771,497159394359270000,1407367011,М2М услуги вошли в пятерку самых востребованных у бизнес-абонентов МТС #события #ДавайФолловьМеня,,0,,,,,
4772,497160177477770000,1407367197,"http://t.co/sz1gROM4Pf ""Компания прилагает все усилия для возобновления работы в Крыму"", - заявила МТС. Выручка ""МТС-Украина"" от дея",,0,,,,,
4773,497162387167140000,1407367724,«МТС Украина» больше не обслуживает абонентов Севастополя,,-1,,,,,
4774,497162725848810000,1407367805,«МТС Украина» больше не обслуживает абонентов Севастополя От трех до семи часов ожидаются перебои как с российской так и с украинской связь,,-1,,,,,
4775,497163761388490000,1407368052,«МТС Украина» больше не обслуживает абонентов Севастополя http://t.co/2b4zuwHkNh,,-1,,,,,
4776,497163765805120000,1407368053,«МТС Украина» больше не обслуживает абонентов Севастополя http://t.co/UVUM3EzJvS,,-1,,,,,
4777,497164203917310000,1407368157,МТС-Банк предлагает новый ипотечный кредит на новостройки,,0,,,,,
4778,497164422784510000,1407368209,"Cимка мтс отказала! сегодня куплю мтс русс. кому нужен номер. пишем в коменты ""мне"" и я скину сегодня вечером",,0,,,,,
4779,497164749998920000,1407368287,RT @BBoyvladik: Как настроить wap на мтс http://t.co/tw7TJHNo8o,,0,,,,,
4780,497165308998990000,1407368421,«МТС Украина» больше не обслуживает абонентов Севастополя http://t.co/6SBhMp3tz9,,-1,,,,,
4781,497165512028450000,1407368469,Билайн Новогодняя реклама 2014 скачать песню в mp3 бесплатно тут http://t.co/LMmY32VOcOБилайн%20Новогодняя%20реклама%20%2014,0,,,,,,
4782,497167530793130000,1407368950,"@ru_mts ага, только на платные услуги почему-то телефон сам подписывается, без ручного ввода телефонного номера",,-1,,,,,
4783,497169715350240000,1407369471,"МТС уходит из Крыма, объяснив это непреодолимыми техническими&amp;#8230;",,-1,,,,,
4784,497170156749990000,1407369577,#новости Эксперты не увидели возможности у «Киевстар» и life:) обеспечить в Крыму абонентов МТС связью http://t.co/qTLMafOPDW #сегодня,,0,,,,,
4785,497170163704150000,1407369578,#новостиДня Эксперты не увидели возможности у «Киевстар» и life:) обеспечить в Крыму абонентов МТС связью http://t.co/wowmro02Pt #сегодня,,0,,,,,
4786,497171030532570000,1407369785,#news Оператор «МТС-Украина» официально покинул территорию Крыма #seo #сео #индекс,,-1,,,,,
4787,497171044768030000,1407369788,Оператор «МТС-Украина» официально покинул территорию Крыма http://t.co/RCg3DZBEiZ,,-1,,,,,
4788,497171072895050000,1407369795,Оператор «МТС-Украина» официально покинул территорию Крыма http://t.co/oXZK1UfvXi,,-1,,,,,
4789,497171083682780000,1407369798,Оператор «МТС-Украина» официально покинул территорию Крыма http://t.co/JU4Ghr815g,,-1,,,,,
4790,497173763167750000,1407370436,почти у всех знакомых МТС. ну что ж) завтра и у меня будет.,,1,,,,,
4791,497175530173900000,1407370858,Власти Крыма не отключали оператора «МТС-Украина» #новостимира #ответныйфолловинг,,-1,,,,,
4792,497177400090710000,1407371303,#Интернет #Медиа Компания «МТС-Украина» за организацию трехроуминга в Крыму http://t.co/ax8b1ef0W7,,0,,,,,
4793,497178214888780000,1407371498,Компания «МТС-Украина» за организацию трехроуминга в Крыму,,0,,,,,
4794,497178868726640000,1407371654,В Керчи отключили мобильную связь МТС Украины http://t.co/CPZMMkuuCZ,,-1,,,,,
4795,497178968638760000,1407371677,Компания «МТС-Украина» за организацию трехроуминга в Крыму http://t.co/5RNNj2xlok,,0,,,,,
4796,497179511092680000,1407371807,Компания «МТС-Украина» за организацию трехроуминга в Крыму http://t.co/cKSwcj5lvz,,0,,,,,
4797,497184470860970000,1407372989,http://t.co/AOr6oEH44X Выручка «Вымпелкома» падает все быстрее,-1,,,,,,
4798,497184917931850000,1407373096,Крым.. Оператор «МТС-Украина» официально покинул территорию Крыма  #Крым #Новости,,-1,,,,,
4799,497187892813650000,1407373805,RT @Goryachevaadabe: Клиенты «Билайн» смогут делить мобильный интернет,1,,,,,,
4800,497191027779060000,1407374553,"это скорее всего проблема у мегафона,вы уже не первый с этой проблемой за последнее время",,,-1,,,,
4801,497191353424440000,1407374630,"#МТСУкраина окончательно умер в Крыму. Давно хотел простится с этой ебаной связью, пойду куплю life. Номер только жалко, 7-8 лет с ним(",,-1,,,,,
4802,497192543042300000,1407374914,"""Вымпелком"" (бренд ""Билайн"") может быть оштрафован на сумму до 500 тыс рублей за нарушения закона ""О рекламе""
http://t.co/nQ9w9uqbdr",-1,,,,,,
4803,497192655554900000,1407374941,МТС-Украина объявила о приостановке работы в Крыму #события #Ретвит,,-1,,,,,
4804,497195478317290000,1407375614,@megafonru Замер скорости до сервера #МегаФон в Хабаровске из Ленска. Высокий пинг и низкая пропускная способность. http://t.co/zUR5namU2K,,,-1,,,,
4805,497196899397400000,1407375952,"Билайн - хорошие ребята, что питались одним и тем же источником.",1,,,,,,
4806,497202754805590000,1407377348,"RT @xpshiscoa: Оборудование «МТС Украина» в Крыму отключили извне:   В «МТС Украина» утверждают, что оборудование оператора н... http://t.c…",,-1,,,,,
4807,497205529224420000,1407378010,"RT @pressto19: ""Вымпелком"" (бренд ""Билайн"") может быть оштрафован на сумму до 500 тыс рублей за нарушения закона ""О рекламе""
http://t.co/nQ…",-1,,,,,,
4808,497206264083260000,1407378185,"@MegaFonDV_Help @megafonru а я еще раз повторяю, что эта услуга у меня отключена!!Повторно я ее отключила месяц назад!!Кто ее мне подключил?",,,-1,,,,
4809,497206469121810000,1407378234,"Руководство Крыма: ""МТС Украина"" полностью уйдет из региона через 48 часов",,-1,,,,,
4810,497207098712010000,1407378384,Абоненты ВиваСелл-МТС могут пользоваться 4G-роумингом в сети МТС-Россия #новостимира #ФолловлюВсехВзаимно,,1,,,,,
4811,497208982646560000,1407378833,@LUGANSK_TODAY как дела со светом/водой и городским телефоном ? МТС все ещё лежит...,,-1,,,,,
4812,497209421786000000,1407378938,"@MDanilova57 Тогда мы все дружно от МТС и отказались (а всего операторов тогда было два, ггг)))",,-1,,,,,
4813,497209875110190000,1407379046,«Мегафон» предоставил жителям Смоленска доступ к сети 4G + http://t.co/82GzF1FbZ8,,,1,,,,
4814,497209879313260000,1407379047,Zaletchikya Клиенты «Билайн» смогут делить мобильный интернет,1,,,,,,
4815,497209881510690000,1407379048,«Мегафон» предоставил жителям Смоленска доступ к сети 4G + http://t.co/TCujcyDBUk,,,1,,,,
4816,497209977099280000,1407379070,Уважаемый @MegaFon_Russia прокомментируйте пожалуйста о какой задолженности идет речь. Что за новость!!! http://t.co/zlWmhKiaSE,,,-1,,,,
4817,497212698153990000,1407379719,@MegaFon_Russia @MFSibirHelp прошу решить в кратчайшие сроки вопрос с якобы задолженностью в непонятную сумму.спасибо.89261390108,,,-1,,,,
4818,497213590978300000,1407379932,RT @blicafem87: RT @resvonin: безлимитного интернет у #Мегафон?! Голимая связь и постоянные обрывы. Пора менять оператора #обман #интернет,,,-1,,,,
4819,497215431556730000,1407380371,Лоу приорити. Никогда не покупайте билайн все по 300,-1,,,,,,
4820,497215659059990000,1407380425,Как настроить инет на мегафоне http://t.co/KZq1DLgRdd,,,0,,,,
4821,497218089625600000,1407381005,как отключить погоду на теле2 491 http://t.co/Uu7iuNnJWs,,,,0,,,
4822,497218263743750000,1407381046,Клиенты «Билайн» смогут делить мобильный интернет http://t.co/w9PgQFrZCE,1,,,,,,
4823,497218737359960000,1407381159,"МТС оказалась слабым звеном- не работает ни в Крыму, ни на Донбассе",,-1,,,,,
4824,497220219279250000,1407381512,В Керчи невозможно купить МТС Россия http://t.co/6cnPe3PcBM,,-1,,,,,
4825,497222337477890000,1407382017,"При чём тут Вы Билайн, косячит Мотив!",0,,,,,,
4826,497223442618270000,1407382281,"Дав оплеуху хулигану, неисправимая кокетка орёт в мегафон.",,,--,,,,
4827,497224688683480000,1407382578,"RT @Elinaukn3o: RT @xpshiscoa: Оборудование «МТС Украина» в Крыму отключили извне:   В «МТС Украина» утверждают, что оборудование оператора…",,-1,,,,,
4828,497226500400510000,1407383010,"@Beeline_RUS Ох...ХОЧУ 64 Кбита, хочу. А даже скайп не загружается. Нету 64, есть от силы 30. При хорошей «погоде».",-1,,,,,,
4829,497228646927840000,1407383522,Лан пойду в билайн ахах,0,,,,,,
4830,497229320923140000,1407383682,Пофапать на консультанта МТС ~ Перейти на другой тариф ~ well done ?? ~,,1,,,,,
4831,497229719000330000,1407383777,RT @wahy24: Аськи на телефон билайн http://t.co/TIeKmM1rE0,0,,,,,,
4832,497231467765050000,1407384194,"Аксенов объяснил отключение ""МТС-Украина"" решением собственника компании",,-1,,,,,
4833,497232787506610000,1407384509,RT @mnocirek: http://t.co/WOZlmkDZtv Абонентов «Билайн» в Узбекистане может атаковать спам,-1,,,,,,
4834,497233560151920000,1407384693,"""Дочка"" МТС уходит из Крыма из-за ""непреодолимых технических проблем"" http://t.co/0vIBwQo06S",,-1,,,,,
4939,497316358187930000,1407404434,В Донецкой области из-за аварии не работает мобильная связь МТС,,-1,,,,,
4835,497233966064480000,1407384790,RT @news24crimea: Крым.. Оператор «МТС-Украина» официально покинул территорию Крыма  #Крым #Новости,,-1,,,,,
4836,497234236869310000,1407384854,Это шо за хуйня #мтс ? http://t.co/DuZnplodsO,,-1,,,,,
4837,497235586349300000,1407385176,"Вчера правительственная комиссия отправила на доработку предложение Минкомсвязи о назначении ""Ростелекома"" единым интернет-провайдером для",,,,,0,,
4838,497236253750730000,1407385335,#Крымчане требуют ввести санкции против #МТС: И отключить связь по всей #Украине   #sledui,,-1,,,,,
4839,497236585931630000,1407385414,"Кофе. Набережная Алушты. Твиттер и МТС доказывают мне, что я на Украине. Но я то знаю, что я в России!!!",,-1,,,,,
4840,497236806979820000,1407385467,#Билайн получил номера для Крыма   #FollowMe,1,,,,,,
4841,497237653167700000,1407385669,"""Ростелекому"" не дали монополию на интернет для госорганов",,,,,0,,
4842,497237754540200000,1407385693,как на мегафоне-модем обменять баллы на мегабайты http://t.co/3ldL7MeyFp,,,0,,,,
4843,497237819191230000,1407385708,"Откисаю на работе, проклиная интернет от мтс",,-1,,,,,
4844,497238147676510000,1407385787,@SkayDasha Говорят МТС на пару дней включат тока не понятно когда ну типа номера новые раздавать Маме скажи что все норм,,0,,,,,
4845,497240122778460000,1407386258,"""Ростелеком"" разнообразит закупки // Госкомпанию заинтересовало отечественное IT-оборудование",,,,,0,,
4846,497241111447210000,1407386493,Эксперты не увидели возможности у «Киевстар» и life:) обеспечить в Крыму абонентов МТС связью,,0,,,,,
4847,497241691917930000,1407386632,@vdv73rus @Beeline_RUS Увы..не в городе я.Нет такой возможности..Да и через 3дня проблема не актуальна будет и Провайдер при своем останется,-1,,,,,,
4848,497242246606250000,1407386764,Tele2 Россия и Ростелеком завершили слияние мобильных активов.В результате на базе Tele2 будет создан новый федеральный оператор.,,,,0,0,,
4849,497243260830890000,1407387006,Роскомнадзор заблокировал группу изображений в популярной коммерческой онлайн-галерее DeviantArt. У некоторых пользователей «Билайн» и&amp;amp;n,-1,,,,,,
4850,497244340105020000,1407387263,RT @lethingkaperhan: ПрАО &amp;amp;#171;МТС Украина&amp;amp;#187; просит других мобильных операторов помочь организовать технический роуминг в каче…,,0,,,,,
4851,497244481641780000,1407387297,@Beeline_RUS да.,0,,,,,,
4852,497245804047110000,1407387612,"RT @zufehowekof: В Симферополе отключилась сеть МТС-Украина, в течение 48 часов оператор отключит весь Крым #Полонский #крыминформ",,-1,,,,,
4853,497248522555500000,1407388260,«МегаФон» провел с рязанцами День города на Ореховом городе,,,0,,,,
4854,497249500487240000,1407388494,За проект строительства ЕСПД для госорганов поборется «МТС» и «Ростелеком»,,0,,,0,,
4855,497252308963840000,1407389163,Выручка «Вымпелкома» во II квартале снизилась на 7% #Android #Twitter,-1,,,,,,
4856,497252580624330000,1407389228,RT @JulieCounts6: МТС и «Билайн» повысят тарифы для гастарбайтеров,-1,-1,,,,,
4857,497252745922230000,1407389267,мтс у меня инет отключили :с,,-1,,,,,
4858,497253608854140000,1407389473,"Услуга ""Microsoft Office 365 Mobile"" стала доступной для клиентов «Билайн Бизнес» московского региона",1,,,,,,
4859,497253776848200000,1407389513,"Много хороших фоток с турнира по #боулинг #билайн в #иваново, который мы вчера выиграли! ;-) http://t.co/GHDwtPh8G7",0,,,,,,
4860,497255546610000000,1407389935,"RT @krox9078: #RuFollowBack Билайн вернул клиентам средства, списанные контент-провайдерами #ЧитаюВзаимно",1,,,,,,
4861,497256038870300000,1407390052,Взять кредит на tele2 http://t.co/WKsx9GWlgj,,,,0,,,
4862,497256195011650000,1407390090,"@mroliverfreeman Олег,если Вы отправите номер и ссылку на твит на pomogite@beeline.ru,мы сможем проверить и устранить возникшие ограничения.",0,,,,,,
4863,497256954885340000,1407390271,Архангельский филиал ОАО &amp;laquo;Ростелеком&amp;raquo; приступил к строительству сети связи по технологии FTTB в городе Вельск. Проект осуществл,,,,,1,,
4864,497257061680300000,1407390296,"коммент к новости о МТС - ""все ваше оборуд.уже давно распродали на янгиабаде. придется все строить заново""...",,-1,,,,,
4865,497257378996560000,1407390372,Твиты по хештэгу #МТС один сплошной негатив,,-1,,,,,
4866,497257530549350000,1407390408,"RT @Vedomosti: ""Ростелекому"" не дали монополию на интернет для госорганов http://t.co/geU1eF89Li",,,,,0,,
4867,497257532944290000,1407390409,Новости / Уральские абоненты «МегаФона» с начала лета побывалив 184 странах мира http://t.co/NWuY5D6El9,,,0,,,,
4868,497258552898380000,1407390652,"Акция ""найдемся в российском МТС""! мой мобильный 79787426260",,0,,,,,
4869,497258594552010000,1407390662,Когда выспаться получится? (@ офис МТС на Сивкова) https://t.co/2EhnKyBsnW,,0,,,,,
4870,497258863851470000,1407390726,"Абонент - не абонент: ""МТС Украина"" просит помощи у коллег",,0,,,,,
4871,497258864669360000,1407390726,"Оператор МТС предлагает мне набрать определенный номер и отказаться от рассылки.
Чего ради я должен?
Я эту фигню не заказывал !",,-1,,,,,
4872,497259873491780000,1407390967,"«МТС Украина» — украинская «дочка» российского оператора МТС, сегодня сообщила абонентам о приостановке работы в Крыму из-за технических пр",,-1,,,,,
4873,497260454599990000,1407391105,В Мариуполе и Донецке не работает МТС. Плюс были проблемы с Киевстар,,-1,,,,,
4874,497263480937120000,1407391827,«Ростелеком» забирает людей у своего ключевого подрядчика по ИТ в здравоохранении.,,,,,-1,,
4875,497264247395850000,1407392009,"@daniilpavlenko @emashkarin, особенностью активации услуги является отправка SMS в Великобританию, оплата согласно тарифному плану. ^СБ #МТС",,-1,,,,,
4876,497264498747900000,1407392069,RT @rt_sib: Мы создали архив видеозаписей с ЕГЭ в Сибирском ЦОДе #Ростелеком http://t.co/2pPNYjjTBI http://t.co/Xf3ihxJTqg,,,,,0,,
4877,497265308122760000,1407392262,"На базе «РостелекомА» и Tele2 в России появился четвертый федеральный сотовый оператор
http://t.co/PEnCHcJOBd",,,,0,0,,
4878,497267125384640000,1407392696,"В Билайне, так отдыхают http://t.co/vZHcXBlJyw",0,,,,,,
4879,497268605277720000,1407393048,"Акция ""найдемся в российском МТС""! мой мобильный 79787426260, мой укр лайф 0939356786",,0,,,,,
4880,497268983645880000,1407393139,RT @oxugufodu: «МТС-Украина» официально объявила о приостановке работы в Крыму,,-1,,,,,
4881,497269485406290000,1407393258,Tele2 и Ростелеком объявляют о закрытии второго этапа сделки по интеграции мобильных активов и юридическом завершении создания нового федер,,,,0,0,,
4882,497272653833840000,1407394014,Не могу без любимой работы:))) (@ Офис продаж и обслуживания корпоративных клиентов Билайн in Екатеринбург) https://t.co/67TFk5rUiw,1,,,,,,
4883,497274073593180000,1407394352,ОАО «Мегафон»: Свердловская область стала лидером в УрФО по общению в путешествиях по России и за рубежом,,,1,,,,
4884,497274266120110000,1407394398,@krymrealii Так уже опять включили МТС-Укр. Это просто был очередной развод лохов. Легко разводить тупой народ ...,,0,,,,,
4885,497274769205900000,1407394518,"Привет, друзья! Сегодня по традиции новый этап конкурса ""Чемонад путешествий Tele2! Заходи в группу в .. http://t.co/NAqWvRhOkq",,,,0,,,
4886,497275559567960000,1407394706,"«МегаФон» провел с рязанцами День города на Ореховом озере.В воскресенье, 3 августа, на Ореховом озере в Рязани состоялось празднование Дня",,,0,,,,
4887,497275600617230000,1407394716,"у меня теперь есть мегафон*__* завтра поболтаем, зай",,,1,,,,
4888,497277825603630000,1407395247,В рязанских салонах «МегаФон» стартовали продажи смартфона Alcatel Onetouch POP S7 с поддержкой LTE,,,0,,,,
4889,497278354199170000,1407395373,"RT @RostelecomSouth: #Ростелеком поддержал  юных шахматистов #Дагестан
http://t.co/m8t7lSdXDF",,,,,0,,
4890,497278664724470000,1407395447,М2М услуги вошли в пятерку самых востребованных у бизнес-абонентов МТС,,0,,,,,
4891,497278868588600000,1407395495,"Утро началось с того, что мегафон чуть не на*бал на 2700 р.
Но, естественно, моя еврейская душа этого не допустили.",,,-1,,,,
4892,497278868743820000,1407395495,"СМИ: ""Ростелекому"" не дали монополию на интернет для госорганов",,,,,0,,
4893,497279388820700000,1407395619,"Кстати, узнала о том, что МТС заработал, после звонка от неизвестного номера в полтретьего. Этому номеру шлю пламенный привет!",,1,,,,,
4894,497279390670000000,1407395620,СМИ: «Ростелеком» не получит монополию на интернет для госорганов:  Правительство РФ не одобрило проект Минист... http://t.co/g98VuyQbEj,,,,,0,,
4895,497280613938760000,1407395912,"""Дочка"" МТС уходит из Крыма из-за ""непреодолимых технических проблем""",,-1,,,,,
4896,497281551479370000,1407396135,"RT @FreshSimf: Аксенов заявил, что МТС сам ушел из Крыма
http://t.co/W46MyMbS4Y #news #Crimea #Крым",,-1,,,,,
4897,497281979524850000,1407396237,"RT @vadukejatezi: МТС может направить 12,8 млрд рублей на промежуточные дивиденды",,0,,,,,
4898,497282296517750000,1407396313,"Ericsson будет поставлять ""Мегафону"" оборудование на протяжении 7 лет",,,0,,,,
4899,497282462662520000,1407396352,@johnn_ymnemonik @RostelecomSouth Телефон справочной службы 8-800-1000-800 Вы также можете заполнить форму на сайте http://t.co/xiGJeHgj1H,,,,,0,,
4900,497283040193040000,1407396490,"RT @Tele2SPb: Друзья, с радостью сообщаем вам о создании нового федерального оператора сотовой связи http://t.co/LPKy2Ldvet",,,,0,,,
4901,497283187438280000,1407396525,Ростелеком и Tele2 завершили создание мобильного СП #новости,,,,0,0,,
4902,497283700418030000,1407396647,За полгода Tele2 установила 22 базовые станции в Нижегородской области http://t.co/IS0vfMzHIv,,,,1,,,
4903,497284559705480000,1407396852,"@reckless_zx, контролировать свои расходы можно с помощью Интернет-помощника: https://t.co/oMOFjnfbvR. ^ДП #МТС",,1,,,,,
